"0.01471"	0
"0.01471"	"0.1"
"0.01471"	"0.2"
"0.01471"	"0.3"
"0.01471"	"0.4"
0	"0.5"
0	"0.6"
"0.01471"	"0.7"
"0.01471"	"0.8"
0	"0.9"
0	1
"0.01471"	"1.1"
"0.01471"	"1.2"
0	"1.3"
0	"1.4"
0	"1.5"
0	"1.6"
0	"1.7"
0	"1.8"
0	"1.9"
0	2
0	"2.1"
0	"2.2"
0	"2.3"
0	"2.4"
0	"2.5"
0	"2.6"
0	"2.7"
0	"2.8"
0	"2.9"
0	3
0	"3.1"
0	"3.2"
"-0.01471"	"3.3"
0	"3.4"
0	"3.5"
0	"3.6"
0	"3.7"
0	"3.8"
0	"3.9"
0	4
0	"4.1"
0	"4.2"
0	"4.3"
0	"4.4"
0	"4.5"
0	"4.6"
0	"4.7"
"-0.01471"	"4.8"
0	"4.9"
0	5
0	"5.1"
0	"5.2"
0	"5.3"
0	"5.4"
0	"5.5"
0	"5.6"
0	"5.7"
"0.02941"	"5.8"
"0.04412"	"5.9"
"0.05882"	6
"0.08824"	"6.1"
"0.10294"	"6.2"
"0.11765"	"6.3"
"0.14706"	"6.4"
"0.17647"	"6.5"
"0.20588"	"6.6"
"0.23529"	"6.7"
"0.26471"	"6.8"
"0.29412"	"6.9"
"0.33824"	7
"0.36765"	"7.1"
"0.41176"	"7.2"
"0.44118"	"7.3"
"0.47059"	"7.4"
"0.51471"	"7.5"
"0.55882"	"7.6"
"0.60294"	"7.7"
"0.66176"	"7.8"
"0.69118"	"7.9"
"0.75"	8
"0.80882"	"8.1"
"0.85294"	"8.2"
"0.91176"	"8.3"
"0.97059"	"8.4"
"1.03077"	"8.5"
"1.09231"	"8.6"
"1.15385"	"8.7"
"1.21538"	"8.8"
"1.27692"	"8.9"
"1.35385"	9
"1.43077"	"9.1"
"1.49231"	"9.2"
"1.56923"	"9.3"
"1.63077"	"9.4"
"1.69231"	"9.5"
"1.76923"	"9.6"
"1.83077"	"9.7"
"1.90769"	"9.8"
"1.98462"	"9.9"
"2.04478"	10
"2.1194"	"10.1"
"2.1791"	"10.2"
"2.25373"	"10.3"
"2.32836"	"10.4"
"2.38806"	"10.5"
"2.44776"	"10.6"
"2.52239"	"10.7"
"2.58209"	"10.8"
"2.64179"	"10.9"
"2.71642"	11
"2.77612"	"11.1"
"2.85075"	"11.2"
"2.91045"	"11.3"
"2.97015"	"11.4"
"3.03008"	"11.5"
"3.10526"	"11.6"
"3.16541"	"11.7"
"3.2406"	"11.8"
"3.28571"	"11.9"
"3.3609"	12
"3.42105"	"12.1"
"3.4812"	"12.2"
"3.54135"	"12.3"
"3.6015"	"12.4"
"3.66165"	"12.5"
"3.7218"	"12.6"
"3.79699"	"12.7"
"3.85714"	"12.8"
"3.93233"	"12.9"
"3.99248"	13
"4.06767"	"13.1"
"4.12782"	"13.2"
"4.18797"	"13.3"
"4.26316"	"13.4"
"4.32331"	"13.5"
"4.3985"	"13.6"
"4.45865"	"13.7"
"4.53383"	"13.8"
"4.59399"	"13.9"
"4.66917"	14
"4.72932"	"14.1"
"4.80451"	"14.2"
"4.8797"	"14.3"
"4.95489"	"14.4"
"5.01471"	"14.5"
"5.08823"	"14.6"
"5.14706"	"14.7"
"5.22059"	"14.8"
"5.29412"	"14.9"
"5.36765"	15
"5.42647"	"15.1"
"5.5"	"15.2"
"5.58824"	"15.3"
"5.66176"	"15.4"
"5.73529"	"15.5"
"5.80882"	"15.6"
"5.88235"	"15.7"
"5.95588"	"15.8"
"6.03077"	"15.9"
"6.10769"	16
"6.2"	"16.1"
"6.26154"	"16.2"
"6.35385"	"16.3"
"6.43077"	"16.4"
"6.50769"	"16.5"
"6.6"	"16.6"
"6.67692"	"16.7"
"6.75385"	"16.8"
"6.84615"	"16.9"
"6.93846"	17
"7.01515"	"17.1"
"7.09091"	"17.2"
"7.18182"	"17.3"
"7.25758"	"17.4"
"7.34848"	"17.5"
"7.43939"	"17.6"
"7.5303"	"17.7"
"7.62121"	"17.8"
"7.71212"	"17.9"
"7.78788"	18
"7.89394"	"18.1"
"7.98485"	"18.2"
"8.07576"	"18.3"
"8.16667"	"18.4"
"8.25758"	"18.5"
"8.34849"	"18.6"
"8.43939"	"18.7"
"8.5303"	"18.8"
"8.63636"	"18.9"
"8.72727"	19
"8.83333"	"19.1"
"8.93939"	"19.2"
"9.04545"	"19.3"
"9.13636"	"19.4"
"9.24242"	"19.5"
"9.33333"	"19.6"
"9.43939"	"19.7"
"9.5303"	"19.8"
"9.63636"	"19.9"
"9.74242"	20
"9.84848"	"20.1"
"9.95455"	"20.2"
"10.04545"	"20.3"
"10.15152"	"20.4"
"10.25758"	"20.5"
"10.36364"	"20.6"
"10.4697"	"20.7"
"10.57576"	"20.8"
"10.68182"	"20.9"
"10.78788"	21
"10.89394"	"21.1"
"11.01515"	"21.2"
"11.12121"	"21.3"
"11.22727"	"21.4"
"11.34849"	"21.5"
"11.4697"	"21.6"
"11.59091"	"21.7"
"11.69697"	"21.8"
"11.81818"	"21.9"
"11.93939"	22
"12.06061"	"22.1"
"12.18182"	"22.2"
"12.30303"	"22.3"
"12.42424"	"22.4"
"12.54545"	"22.5"
"12.66667"	"22.6"
"12.80303"	"22.7"
"12.92424"	"22.8"
"13.04545"	"22.9"
"13.18182"	23
"13.31818"	"23.1"
"13.43939"	"23.2"
"13.57576"	"23.3"
"13.71212"	"23.4"
"13.84849"	"23.5"
"13.98485"	"23.6"
"14.12121"	"23.7"
"14.25758"	"23.8"
"14.39394"	"23.9"
"14.5303"	24
"14.66667"	"24.1"
"14.81818"	"24.2"
"14.95455"	"24.3"
"15.09091"	"24.4"
"15.24243"	"24.5"
"15.39394"	"24.6"
"15.5303"	"24.7"
"15.66667"	"24.8"
"15.81818"	"24.9"
"15.95455"	25
"16.10606"	"25.1"
"16.25758"	"25.2"
"16.40909"	"25.3"
"16.56061"	"25.4"
"16.71212"	"25.5"
"16.86364"	"25.6"
17	"25.7"
"17.12121"	"25.8"
"13.84849"	"25.9"
"5.85294"	26
"2.80597"	"26.1"
"-481.86765"	"26.2"
"-481.86765"	"26.3"
"0.76471"	"26.4"
"2.50746"	"26.5"
"2.91045"	"26.6"
"2.86567"	"26.7"
"2.8209"	"26.8"
"2.79104"	"26.9"
"2.76119"	27
"2.73134"	"27.1"
"2.71642"	"27.2"
"2.68657"	"27.3"
"2.67164"	"27.4"
"2.65672"	"27.5"
"2.64179"	"27.6"
"2.61194"	"27.7"
"2.59702"	"27.8"
"2.58209"	"27.9"
"-481.86765"	28
"2.53731"	"28.1"
"2.53731"	"28.2"
"2.53731"	"28.3"
"2.52239"	"28.4"
"2.46269"	"28.5"
"2.41791"	"28.6"
"2.34328"	"28.7"
"1.96923"	"28.8"
"1.47692"	"28.9"
"1.10769"	29
"0.85294"	"29.1"
"0.66176"	"29.2"
"0.52941"	"29.3"
"0.42647"	"29.4"
"0.33824"	"29.5"
"0.27941"	"29.6"
"0.22059"	"29.7"
"0.17647"	"29.8"
"0.14706"	"29.9"
"0.11765"	30
"0.07353"	"30.1"
"0.05882"	"30.2"
"0.02941"	"30.3"
"0.01471"	"30.4"
"0.01471"	"30.5"
"0.01471"	"30.6"
0	"30.7"
0	"30.8"
0	"30.9"
0	31
0	"31.1"
"0.02941"	"31.2"
