0	0
0	"0.1"
0	"0.2"
"-0.01471"	"0.3"
"-0.01471"	"0.4"
0	"0.5"
0	"0.6"
0	"0.7"
"-0.01471"	"0.8"
"-0.01471"	"0.9"
"-0.01471"	1
"-0.01471"	"1.1"
0	"1.2"
0	"1.3"
0	"1.4"
0	"1.5"
"-0.01471"	"1.6"
"-0.01471"	"1.7"
"-0.01471"	"1.8"
"-0.01471"	"1.9"
0	2
0	"2.1"
0	"2.2"
0	"2.3"
"-0.01471"	"2.4"
"-0.02941"	"2.5"
"-0.02941"	"2.6"
"-0.01471"	"2.7"
0	"2.8"
0	"2.9"
0	3
"-0.01471"	"3.1"
"-0.01471"	"3.2"
"-0.01471"	"3.3"
"-0.01471"	"3.4"
"-0.01471"	"3.5"
0	"3.6"
0	"3.7"
0	"3.8"
"-0.01471"	"3.9"
"-0.02941"	4
"-0.02941"	"4.1"
"-0.02941"	"4.2"
"-0.01471"	"4.3"
0	"4.4"
0	"4.5"
0	"4.6"
0	"4.7"
"-0.01471"	"4.8"
"-0.02941"	"4.9"
"-0.02941"	5
"-0.01471"	"5.1"
"-0.01471"	"5.2"
0	"5.3"
0	"5.4"
0	"5.5"
"-0.01471"	"5.6"
"-0.02941"	"5.7"
"-0.02941"	"5.8"
"-0.02941"	"5.9"
"-0.01471"	6
0	"6.1"
0	"6.2"
0	"6.3"
0	"6.4"
"-0.01471"	"6.5"
"-0.01471"	"6.6"
"-0.01471"	"6.7"
"-0.01471"	"6.8"
"-0.01471"	"6.9"
0	7
0	"7.1"
0	"7.2"
0	"7.3"
"-0.01471"	"7.4"
"-0.02941"	"7.5"
"-0.02941"	"7.6"
"-0.01471"	"7.7"
"-0.01471"	"7.8"
"-0.01471"	"7.9"
0	8
0	"8.1"
0	"8.2"
0	"8.3"
"-0.01471"	"8.4"
"-0.01471"	"8.5"
"-0.01471"	"8.6"
"-0.01471"	"8.7"
"-0.01471"	"8.8"
"-0.01471"	"8.9"
0	9
0	"9.1"
0	"9.2"
0	"9.3"
"-0.01471"	"9.4"
"-0.01471"	"9.5"
"-0.01471"	"9.6"
0	"9.7"
"0.02941"	"9.8"
"0.07353"	"9.9"
"0.13235"	10
"0.17647"	"10.1"
"0.23529"	"10.2"
"0.27941"	"10.3"
"0.33824"	"10.4"
"0.39706"	"10.5"
"0.45588"	"10.6"
"0.52941"	"10.7"
"0.60294"	"10.8"
"0.69118"	"10.9"
"0.79412"	11
"0.89706"	"11.1"
"1.01538"	"11.2"
"1.12308"	"11.3"
"1.24615"	"11.4"
"1.38462"	"11.5"
"1.50769"	"11.6"
"1.63077"	"11.7"
"1.75385"	"11.8"
"1.87692"	"11.9"
"2.01493"	12
"2.14925"	"12.1"
"2.28358"	"12.2"
"2.41791"	"12.3"
"2.56716"	"12.4"
"2.73134"	"12.5"
"2.89552"	"12.6"
"3.09023"	"12.7"
"3.30075"	"12.8"
"3.51128"	"12.9"
"3.75188"	13
"4.02256"	"13.1"
"4.32331"	"13.2"
"4.69925"	"13.3"
"5.19118"	"13.4"
"5.79412"	"13.5"
"6.58462"	"13.6"
"7.57576"	"13.7"
"8.78788"	"13.8"
"10.31818"	"13.9"
"12.28788"	14
"14.98485"	"14.1"
"19.12121"	"14.2"
"26.03031"	"14.3"
"34.19697"	"14.4"
"39.36364"	"14.5"
"-481.86765"	"14.6"
"37.12122"	"14.7"
40	"14.8"
"41.69697"	"14.9"
"39.81818"	15
"37.63637"	"15.1"
"35.9697"	"15.2"
"34.57576"	"15.3"
"33.34849"	"15.4"
"32.24242"	"15.5"
"31.24243"	"15.6"
"30.37879"	"15.7"
"29.57576"	"15.8"
"28.77273"	"15.9"
"27.98485"	16
"27.24243"	"16.1"
"26.25758"	"16.2"
"21.36364"	"16.3"
"12.65152"	"16.4"
"7.83333"	"16.5"
"6.15385"	"16.6"
"3.78196"	"16.7"
"1.63077"	"16.8"
