0	0
0	"0.1"
"-0.01471"	"0.2"
0	"0.3"
0	"0.4"
"-0.01471"	"0.5"
"-0.01471"	"0.6"
"-0.01471"	"0.7"
"-0.01471"	"0.8"
"-0.01471"	"0.9"
"-0.01471"	1
0	"1.1"
"-0.01471"	"1.2"
"-0.01471"	"1.3"
0	"1.4"
0	"1.5"
"-0.01471"	"1.6"
"-0.01471"	"1.7"
0	"1.8"
"-0.01471"	"1.9"
"-0.01471"	2
"-0.01471"	"2.1"
"-0.01471"	"2.2"
"-0.01471"	"2.3"
"-0.01471"	"2.4"
"-0.01471"	"2.5"
"-0.01471"	"2.6"
"-0.01471"	"2.7"
"-0.01471"	"2.8"
0	"2.9"
"-0.01471"	3
"-0.02941"	"3.1"
"-0.01471"	"3.2"
"-0.01471"	"3.3"
"-0.01471"	"3.4"
"-0.01471"	"3.5"
"-0.01471"	"3.6"
0	"3.7"
"-0.01471"	"3.8"
"-0.01471"	"3.9"
"-0.01471"	4
0	"4.1"
0	"4.2"
"-0.01471"	"4.3"
"-0.01471"	"4.4"
"0.01471"	"4.5"
"0.05882"	"4.6"
"0.13235"	"4.7"
"0.17647"	"4.8"
"0.23529"	"4.9"
"0.32353"	5
"0.39706"	"5.1"
"0.45588"	"5.2"
"0.52941"	"5.3"
"0.61765"	"5.4"
"0.72059"	"5.5"
"0.83824"	"5.6"
"0.94118"	"5.7"
"1.06154"	"5.8"
"1.18462"	"5.9"
"1.32308"	6
"1.46154"	"6.1"
"1.6"	"6.2"
"1.72308"	"6.3"
"1.86154"	"6.4"
2	"6.5"
"2.14925"	"6.6"
"2.28358"	"6.7"
"2.41791"	"6.8"
"2.53731"	"6.9"
"2.67164"	7
"2.8209"	"7.1"
"2.98507"	"7.2"
"3.16541"	"7.3"
"3.33083"	"7.4"
"3.51128"	"7.5"
"3.7218"	"7.6"
"3.94737"	"7.7"
"4.18797"	"7.8"
"4.48872"	"7.9"
"4.80451"	8
"5.16176"	"8.1"
"5.60294"	"8.2"
"6.15385"	"8.3"
"6.87692"	"8.4"
"7.71212"	"8.5"
"8.63636"	"8.6"
"9.59091"	"8.7"
"10.63636"	"8.8"
"11.84848"	"8.9"
"13.19697"	9
"14.80303"	"9.1"
"16.87879"	"9.2"
"20.04545"	"9.3"
"25.51515"	"9.4"
"32.86364"	"9.5"
"41.07576"	"9.6"
"44.89394"	"9.7"
"-481.86765"	"9.8"
"57.28788"	"9.9"
"49.01516"	10
"36.86364"	"10.1"
"33.09091"	"10.2"
"31.48485"	"10.3"
"30.16667"	"10.4"
"29.12121"	"10.5"
"28.28788"	"10.6"
"27.56061"	"10.7"
"26.92424"	"10.8"
"26.27273"	"10.9"
"25.63637"	11
"25.0303"	"11.1"
"24.5"	"11.2"
"24.0303"	"11.3"
"23.57576"	"11.4"
"23.16667"	"11.5"
